user,date,anomaly_score,severity,flagged_features,personal_deviation,peer_deviation,temporal_deviation,combined_deviation,per_feature_json
AHD0848,2010-02-18T00:00:00,0.7433229025445152,HIGH,external_recipient_ratio;after_hours_email_count;conscientiousness;extraversion,0.8110317764958057,0.6757575959955707,0.8522247176020635,0.7833921725366856,"[{""feature"": ""external_recipient_ratio"", ""value"": 1.0, ""personal_z"": 1.2512619892159138, ""peer_z"": 1.6292544118166978, ""temporal_pct"": 100.0, ""p_norm"": 0.6972369153603316, ""r_norm"": 0.7476597477921544, ""t_norm"": 1.0}, {""feature"": ""after_hours_email_count"", ""value"": ""1"", ""personal_z"": 2.2792810162898984, ""peer_z"": 0.6584333055319481, ""temporal_pct"": 95.0813839722494, ""p_norm"": 0.8204678870776002, ""r_norm"": 0.6080101280050361, ""t_norm"": 0.950813839722494}, {""feature"": ""conscientiousness"", ""value"": -0.0578310854001451, ""personal_z"": 4.0, ""peer_z"": 0.44544141824828526, ""temporal_pct"": 46.76465356221649, ""p_norm"": 0.935030830871336, ""r_norm"": 0.573699427138303, ""t_norm"": 0.46764653562216485}, {""feature"": ""extraversion"", ""value"": 1.8074251989120629, ""personal_z"": 2.0, ""peer_z"": 1.8436505708833621, ""temporal_pct"": 99.04384950635952, ""p_norm"": 0.791391472673955, ""r_norm"": 0.7736610810467893, ""t_norm"": 0.9904384950635952}]"
AHD0848,2010-03-06T00:00:00,0.7479845870450682,HIGH,external_recipient_ratio;after_hours_email_count;conscientiousness;extraversion,0.8110317764958057,0.6757575959955707,0.8551473823141224,0.7838305722434944,"[{""feature"": ""external_recipient_ratio"", ""value"": 1.0, ""personal_z"": 1.2512619892159138, ""peer_z"": 1.6292544118166978, ""temporal_pct"": 100.0, ""p_norm"": 0.6972369153603316, ""r_norm"": 0.7476597477921544, ""t_norm"": 1.0}, {""feature"": ""after_hours_email_count"", ""value"": ""1"", ""personal_z"": 2.2792810162898984, ""peer_z"": 0.6584333055319481, ""temporal_pct"": 96.1284645842499, ""p_norm"": 0.8204678870776002, ""r_norm"": 0.6080101280050361, ""t_norm"": 0.961284645842499}, {""feature"": ""conscientiousness"", ""value"": -0.0578310854001451, ""personal_z"": 4.0, ""peer_z"": 0.44544141824828526, ""temporal_pct"": 47.1623405191377, ""p_norm"": 0.935030830871336, ""r_norm"": 0.573699427138303, ""t_norm"": 0.471623405191377}, {""feature"": ""extraversion"", ""value"": 1.8074251989120629, ""personal_z"": 2.0, ""peer_z"": 1.8436505708833621, ""temporal_pct"": 98.76814782226133, ""p_norm"": 0.791391472673955, ""r_norm"": 0.7736610810467893, ""t_norm"": 0.9876814782226133}]"
AHD0848,2010-03-10T00:00:00,0.7574297207916219,HIGH,external_recipient_ratio;after_hours_email_count;conscientiousness;extraversion,0.8110317764958057,0.6757575959955707,0.852671855582445,0.7834592432337428,"[{""feature"": ""external_recipient_ratio"", ""value"": 1.0, ""personal_z"": 1.2512619892159138, ""peer_z"": 1.6292544118166978, ""temporal_pct"": 100.0, ""p_norm"": 0.6972369153603316, ""r_norm"": 0.7476597477921544, ""t_norm"": 1.0}, {""feature"": ""after_hours_email_count"", ""value"": ""1"", ""personal_z"": 2.2792810162898984, ""peer_z"": 0.6584333055319481, ""temporal_pct"": 95.20570344692263, ""p_norm"": 0.8204678870776002, ""r_norm"": 0.6080101280050361, ""t_norm"": 0.9520570344692263}, {""feature"": ""conscientiousness"", ""value"": -0.0578310854001451, ""personal_z"": 4.0, ""peer_z"": 0.44544141824828526, ""temporal_pct"": 46.800531972878105, ""p_norm"": 0.935030830871336, ""r_norm"": 0.573699427138303, ""t_norm"": 0.46800531972878107}, {""feature"": ""extraversion"", ""value"": 1.8074251989120629, ""personal_z"": 2.0, ""peer_z"": 1.8436505708833621, ""temporal_pct"": 99.06250681317724, ""p_norm"": 0.791391472673955, ""r_norm"": 0.7736610810467893, ""t_norm"": 0.9906250681317723}]"
AHD0848,2010-03-11T00:00:00,0.7503788786707982,HIGH,external_recipient_ratio;avg_email_size_kb;conscientiousness;extraversion,0.7829584427118959,0.7359611848157516,0.8597571822467313,0.7827289391680851,"[{""feature"": ""external_recipient_ratio"", ""value"": 1.0, ""personal_z"": 1.2512619892159138, ""peer_z"": 1.6292544118166978, ""temporal_pct"": 100.0, ""p_norm"": 0.6972369153603316, ""r_norm"": 0.7476597477921544, ""t_norm"": 1.0}, {""feature"": ""avg_email_size_kb"", ""value"": 43.2900390625, ""personal_z"": 1.329802144042519, ""peer_z"": 2.588116360995514, ""temporal_pct"": 98.0943698301165, ""p_norm"": 0.7081745519419608, ""r_norm"": 0.8488244832857595, ""t_norm"": 0.980943698301165}, {""feature"": ""conscientiousness"", ""value"": -0.0578310854001451, ""personal_z"": 4.0, ""peer_z"": 0.44544141824828526, ""temporal_pct"": 46.76465356221649, ""p_norm"": 0.935030830871336, ""r_norm"": 0.573699427138303, ""t_norm"": 0.46764653562216485}, {""feature"": ""extraversion"", ""value"": 1.8074251989120629, ""personal_z"": 2.0, ""peer_z"": 1.8436505708833621, ""temporal_pct"": 99.04384950635952, ""p_norm"": 0.791391472673955, ""r_norm"": 0.7736610810467893, ""t_norm"": 0.9904384950635952}]"
AHD0848,2010-04-19T00:00:00,0.7430850660112472,HIGH,external_recipient_ratio;avg_email_size_kb;conscientiousness;extraversion,0.7737207505417891,0.723852018372503,0.8572124086420602,0.7737773162145082,"[{""feature"": ""external_recipient_ratio"", ""value"": 1.0, ""personal_z"": 1.2512619892159138, ""peer_z"": 1.6292544118166978, ""temporal_pct"": 100.0, ""p_norm"": 0.6972369153603316, ""r_norm"": 0.7476597477921544, ""t_norm"": 1.0}, {""feature"": ""avg_email_size_kb"", ""value"": 40.5673828125, ""personal_z"": 1.0705878921320677, ""peer_z"": 2.083079978362398, ""temporal_pct"": 97.00781267899283, ""p_norm"": 0.671223783261534, ""r_norm"": 0.8003878175127651, ""t_norm"": 0.9700781267899283}, {""feature"": ""conscientiousness"", ""value"": -0.0578310854001451, ""personal_z"": 4.0, ""peer_z"": 0.44544141824828526, ""temporal_pct"": 46.83254290100121, ""p_norm"": 0.935030830871336, ""r_norm"": 0.573699427138303, ""t_norm"": 0.4683254290100121}, {""feature"": ""extraversion"", ""value"": 1.8074251989120629, ""personal_z"": 2.0, ""peer_z"": 1.8436505708833621, ""temporal_pct"": 99.04460787683003, ""p_norm"": 0.791391472673955, ""r_norm"": 0.7736610810467893, ""t_norm"": 0.9904460787683003}]"
AHD0848,2010-05-20T00:00:00,0.7624872086054738,HIGH,external_recipient_ratio;after_hours_email_count;conscientiousness;extraversion,0.8110317764958057,0.6757575959955707,0.8522247176020635,0.7833921725366856,"[{""feature"": ""external_recipient_ratio"", ""value"": 1.0, ""personal_z"": 1.2512619892159138, ""peer_z"": 1.6292544118166978, ""temporal_pct"": 100.0, ""p_norm"": 0.6972369153603316, ""r_norm"": 0.7476597477921544, ""t_norm"": 1.0}, {""feature"": ""after_hours_email_count"", ""value"": ""1"", ""personal_z"": 2.2792810162898984, ""peer_z"": 0.6584333055319481, ""temporal_pct"": 95.0813839722494, ""p_norm"": 0.8204678870776002, ""r_norm"": 0.6080101280050361, ""t_norm"": 0.950813839722494}, {""feature"": ""conscientiousness"", ""value"": -0.0578310854001451, ""personal_z"": 4.0, ""peer_z"": 0.44544141824828526, ""temporal_pct"": 46.76465356221649, ""p_norm"": 0.935030830871336, ""r_norm"": 0.573699427138303, ""t_norm"": 0.46764653562216485}, {""feature"": ""extraversion"", ""value"": 1.8074251989120629, ""personal_z"": 2.0, ""peer_z"": 1.8436505708833621, ""temporal_pct"": 99.04384950635952, ""p_norm"": 0.791391472673955, ""r_norm"": 0.7736610810467893, ""t_norm"": 0.9904384950635952}]"
AHD0848,2010-05-21T00:00:00,0.7697189152363455,HIGH,external_recipient_ratio;avg_email_size_kb;conscientiousness;extraversion,0.8413409855383829,0.7726517791716103,0.8644350609548457,0.8276327952591591,"[{""feature"": ""external_recipient_ratio"", ""value"": 1.0, ""personal_z"": 1.2512619892159138, ""peer_z"": 1.6292544118166978, ""temporal_pct"": 100.0, ""p_norm"": 0.6972369153603316, ""r_norm"": 0.7476597477921544, ""t_norm"": 1.0}, {""feature"": ""avg_email_size_kb"", ""value"": 73.15625, ""personal_z"": 4.173256041523629, ""peer_z"": 8.128119119269758, ""temporal_pct"": 99.97956820813185, ""p_norm"": 0.9417047232479089, ""r_norm"": 0.9955868607091947, ""t_norm"": 0.9997956820813185}, {""feature"": ""conscientiousness"", ""value"": -0.0578310854001451, ""personal_z"": 4.0, ""peer_z"": 0.44544141824828526, ""temporal_pct"": 46.74112919703058, ""p_norm"": 0.935030830871336, ""r_norm"": 0.573699427138303, ""t_norm"": 0.4674112919703058}, {""feature"": ""extraversion"", ""value"": 1.8074251989120629, ""personal_z"": 2.0, ""peer_z"": 1.8436505708833621, ""temporal_pct"": 99.05332697677586, ""p_norm"": 0.791391472673955, ""r_norm"": 0.7736610810467893, ""t_norm"": 0.9905332697677587}]"
AHD0848,2010-06-28T00:00:00,0.7341694031030893,HIGH,external_recipient_ratio;after_hours_email_count;conscientiousness;extraversion,0.8110317764958057,0.6757575959955707,0.8523380759273261,0.7834091762854749,"[{""feature"": ""external_recipient_ratio"", ""value"": 1.0, ""personal_z"": 1.2512619892159138, ""peer_z"": 1.6292544118166978, ""temporal_pct"": 100.0, ""p_norm"": 0.6972369153603316, ""r_norm"": 0.7476597477921544, ""t_norm"": 1.0}, {""feature"": ""after_hours_email_count"", ""value"": ""1"", ""personal_z"": 2.2792810162898984, ""peer_z"": 0.6584333055319481, ""temporal_pct"": 95.0580795930992, ""p_norm"": 0.8204678870776002, ""r_norm"": 0.6080101280050361, ""t_norm"": 0.950580795930992}, {""feature"": ""conscientiousness"", ""value"": -0.0578310854001451, ""personal_z"": 4.0, ""peer_z"": 0.44544141824828526, ""temporal_pct"": 46.83254290100121, ""p_norm"": 0.935030830871336, ""r_norm"": 0.573699427138303, ""t_norm"": 0.4683254290100121}, {""feature"": ""extraversion"", ""value"": 1.8074251989120629, ""personal_z"": 2.0, ""peer_z"": 1.8436505708833621, ""temporal_pct"": 99.04460787683003, ""p_norm"": 0.791391472673955, ""r_norm"": 0.7736610810467893, ""t_norm"": 0.9904460787683003}]"
AHD0848,2010-07-21T00:00:00,0.7598326363628546,HIGH,external_recipient_ratio;after_hours_email_count;conscientiousness;extraversion,0.8110317764958057,0.6757575959955707,0.852671855582445,0.7834592432337428,"[{""feature"": ""external_recipient_ratio"", ""value"": 1.0, ""personal_z"": 1.2512619892159138, ""peer_z"": 1.6292544118166978, ""temporal_pct"": 100.0, ""p_norm"": 0.6972369153603316, ""r_norm"": 0.7476597477921544, ""t_norm"": 1.0}, {""feature"": ""after_hours_email_count"", ""value"": ""1"", ""personal_z"": 2.2792810162898984, ""peer_z"": 0.6584333055319481, ""temporal_pct"": 95.20570344692263, ""p_norm"": 0.8204678870776002, ""r_norm"": 0.6080101280050361, ""t_norm"": 0.9520570344692263}, {""feature"": ""conscientiousness"", ""value"": -0.0578310854001451, ""personal_z"": 4.0, ""peer_z"": 0.44544141824828526, ""temporal_pct"": 46.800531972878105, ""p_norm"": 0.935030830871336, ""r_norm"": 0.573699427138303, ""t_norm"": 0.46800531972878107}, {""feature"": ""extraversion"", ""value"": 1.8074251989120629, ""personal_z"": 2.0, ""peer_z"": 1.8436505708833621, ""temporal_pct"": 99.06250681317724, ""p_norm"": 0.791391472673955, ""r_norm"": 0.7736610810467893, ""t_norm"": 0.9906250681317723}]"
AHD0848,2010-08-13T00:00:00,0.7444203835345937,HIGH,external_recipient_ratio;avg_email_size_kb;conscientiousness;extraversion,0.7751844368605427,0.7258938333432461,0.8579309405434856,0.77527376153366,"[{""feature"": ""external_recipient_ratio"", ""value"": 1.0, ""personal_z"": 1.2512619892159138, ""peer_z"": 1.6292544118166978, ""temporal_pct"": 100.0, ""p_norm"": 0.6972369153603316, ""r_norm"": 0.7476597477921544, ""t_norm"": 1.0}, {""feature"": ""avg_email_size_kb"", ""value"": 40.9873046875, ""personal_z"": 1.1105671347151, ""peer_z"": 2.160972964206099, ""temporal_pct"": 97.37792004358782, ""p_norm"": 0.677078528536548, ""r_norm"": 0.8085550773957376, ""t_norm"": 0.9737792004358782}, {""feature"": ""conscientiousness"", ""value"": -0.0578310854001451, ""personal_z"": 4.0, ""peer_z"": 0.44544141824828526, ""temporal_pct"": 46.74112919703058, ""p_norm"": 0.935030830871336, ""r_norm"": 0.573699427138303, ""t_norm"": 0.4674112919703058}, {""feature"": ""extraversion"", ""value"": 1.8074251989120629, ""personal_z"": 2.0, ""peer_z"": 1.8436505708833621, ""temporal_pct"": 99.05332697677586, ""p_norm"": 0.791391472673955, ""r_norm"": 0.7736610810467893, ""t_norm"": 0.9905332697677587}]"
AHD0848,2010-08-31T00:00:00,0.7461787362873836,HIGH,external_recipient_ratio;after_hours_email_count;conscientiousness;extraversion,0.8110317764958057,0.6757575959955707,0.8525747327078332,0.783444674802551,"[{""feature"": ""external_recipient_ratio"", ""value"": 1.0, ""personal_z"": 1.2512619892159138, ""peer_z"": 1.6292544118166978, ""temporal_pct"": 100.0, ""p_norm"": 0.6972369153603316, ""r_norm"": 0.7476597477921544, ""t_norm"": 1.0}, {""feature"": ""after_hours_email_count"", ""value"": ""1"", ""personal_z"": 2.2792810162898984, ""peer_z"": 0.6584333055319481, ""temporal_pct"": 95.18219506873227, ""p_norm"": 0.8204678870776002, ""r_norm"": 0.6080101280050361, ""t_norm"": 0.9518219506873227}, {""feature"": ""conscientiousness"", ""value"": -0.0578310854001451, ""personal_z"": 4.0, ""peer_z"": 0.44544141824828526, ""temporal_pct"": 46.80340388391883, ""p_norm"": 0.935030830871336, ""r_norm"": 0.573699427138303, ""t_norm"": 0.4680340388391883}, {""feature"": ""extraversion"", ""value"": 1.8074251989120629, ""personal_z"": 2.0, ""peer_z"": 1.8436505708833621, ""temporal_pct"": 99.04429413048221, ""p_norm"": 0.791391472673955, ""r_norm"": 0.7736610810467893, ""t_norm"": 0.9904429413048221}]"
