user,date,anomaly_score,severity,flagged_count,top_feature,explanation
AHD0848,2010-05-20,0.7173378508798508,HIGH,3,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile); conscientiousness deviates strongly from user's baseline (4.0σ); extraversion is rare for this day (99th percentile)
AHD0848,2010-05-21,0.7238623584890893,HIGH,3,avg_email_size_kb,avg_email_size_kb deviates strongly from user's baseline (4.2σ); conscientiousness deviates strongly from user's baseline (4.0σ); extraversion is rare for this day (99th percentile)
AHD0848,2010-06-28,0.707691682991041,HIGH,3,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile); conscientiousness deviates strongly from user's baseline (4.0σ); extraversion is rare for this day (99th percentile)
AHD0848,2010-07-21,0.7156814501678477,HIGH,3,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile); conscientiousness deviates strongly from user's baseline (4.0σ); extraversion is rare for this day (99th percentile)
AHD0848,2010-08-13,0.7071071918838007,HIGH,2,conscientiousness,conscientiousness deviates strongly from user's baseline (4.0σ); extraversion is rare for this day (99th percentile)
AHD0848,2010-08-31,0.7064096305216204,HIGH,3,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile); conscientiousness deviates strongly from user's baseline (4.0σ); extraversion is rare for this day (99th percentile)
AHD0848,2010-11-03,0.7508489470399728,HIGH,4,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile); avg_email_size_kb is rare for this day (100th percentile); conscientiousness deviates strongly from user's baseline (4.0σ)
AHD0848,2010-11-08,0.7187835851002968,HIGH,3,avg_email_size_kb,avg_email_size_kb deviates strongly from user's baseline (3.3σ); conscientiousness deviates strongly from user's baseline (4.0σ); extraversion is rare for this day (99th percentile)
AHD0848,2010-11-19,0.7006079377614742,HIGH,3,unique_recipients_count,unique_recipients_count deviates strongly from user's baseline (3.4σ); conscientiousness deviates strongly from user's baseline (4.0σ); extraversion is rare for this day (99th percentile)
AHD0848,2010-12-27,0.7355259181698546,HIGH,4,email_sent_count,email_sent_count deviates strongly from user's baseline (1000000.0σ); after_hours_email_count is rare for this day (95th percentile); conscientiousness deviates strongly from user's baseline (4.0σ)
AHD0848,2011-01-20,0.7060606719264156,HIGH,2,conscientiousness,conscientiousness deviates strongly from user's baseline (4.0σ); extraversion is rare for this day (99th percentile)
AHD0848,2011-02-03,0.7236235211844206,HIGH,3,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile); conscientiousness deviates strongly from user's baseline (4.0σ); extraversion is rare for this day (99th percentile)
AHD0848,2011-02-14,0.737637554462415,HIGH,4,email_sent_count,email_sent_count deviates strongly from user's baseline (1000000.0σ); avg_email_size_kb is rare for this day (99th percentile); conscientiousness deviates strongly from user's baseline (4.0σ)
AHD0848,2011-03-09,0.7090224102745584,HIGH,3,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile); conscientiousness deviates strongly from user's baseline (4.0σ); extraversion is rare for this day (99th percentile)
AHD0848,2011-03-18,0.7223448623775515,HIGH,3,email_sent_count,email_sent_count deviates strongly from user's baseline (1000000.0σ); conscientiousness deviates strongly from user's baseline (4.0σ); extraversion is rare for this day (99th percentile)
AHD0848,2011-04-04,0.707691682991041,HIGH,3,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile); conscientiousness deviates strongly from user's baseline (4.0σ); extraversion is rare for this day (99th percentile)
AHD0848,2011-04-06,0.7078906864861956,HIGH,3,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile); conscientiousness deviates strongly from user's baseline (4.0σ); extraversion is rare for this day (99th percentile)
AHD0848,2011-04-12,0.7339292889365747,HIGH,4,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile); avg_email_size_kb is rare for this day (99th percentile); conscientiousness deviates strongly from user's baseline (4.0σ)
AJR0932,2010-09-03,0.7221874433996129,HIGH,3,external_recipient_ratio,avg_email_size_kb is rare for this day (96th percentile)
AKR0057,2010-10-12,0.726200789444657,HIGH,4,email_sent_count,unique_recipients_count deviates strongly from user's baseline (3.3σ)
ALH0402,2010-03-18,0.7141791613039117,HIGH,3,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (3.6σ); agreeableness is rare for this day (96th percentile)
ALH0402,2010-03-24,0.7012524197921663,HIGH,2,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (3.6σ); agreeableness is rare for this day (96th percentile)
ALH0402,2010-04-16,0.7146057314557879,HIGH,3,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (3.1σ); agreeableness is rare for this day (96th percentile)
ALH0402,2010-06-02,0.7136487835334224,HIGH,4,external_recipient_ratio,after_hours_email_count is rare for this day (99th percentile)
ALH0402,2010-12-07,0.7104859268756664,HIGH,3,external_recipient_ratio,external_recipient_ratio is rare for this day (100th percentile); avg_email_size_kb is rare for this day (96th percentile); agreeableness is rare for this day (96th percentile)
AMM0014,2010-01-25,0.7006573747830304,HIGH,2,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (4.3σ)
AOK0844,2010-02-16,0.7119610065644022,HIGH,3,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile); avg_email_size_kb is rare for this day (99th percentile); conscientiousness deviates strongly from user's baseline (4.0σ)
AOK0844,2010-03-06,0.7007610239626525,HIGH,3,after_hours_email_count,after_hours_email_count is rare for this day (96th percentile); avg_email_size_kb is rare for this day (98th percentile); conscientiousness deviates strongly from user's baseline (4.0σ)
AOK0844,2010-07-11,0.7098091047293413,HIGH,2,avg_email_size_kb,avg_email_size_kb deviates strongly from user's baseline (4.0σ); conscientiousness deviates strongly from user's baseline (4.0σ)
AOK0844,2010-08-06,0.7014066773426866,HIGH,3,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile); avg_email_size_kb is rare for this day (100th percentile); conscientiousness deviates strongly from user's baseline (4.0σ)
AOK0844,2010-10-08,0.7006672565619917,HIGH,2,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile); conscientiousness deviates strongly from user's baseline (4.0σ)
AOK0844,2010-11-16,0.7116355938659471,HIGH,3,unique_recipients_count,unique_recipients_count deviates strongly from user's baseline (3.4σ); after_hours_email_count is rare for this day (95th percentile); conscientiousness deviates strongly from user's baseline (4.0σ)
AOK0844,2010-12-03,0.7041497130314986,HIGH,3,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile); avg_email_size_kb is rare for this day (100th percentile); conscientiousness deviates strongly from user's baseline (4.0σ)
AOK0844,2011-01-03,0.7072919958662256,HIGH,3,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile); avg_email_size_kb deviates strongly from user's baseline (3.3σ); conscientiousness deviates strongly from user's baseline (4.0σ)
AOS0987,2011-04-15,0.7127749129410426,HIGH,2,unique_recipients_count,unique_recipients_count deviates strongly from user's baseline (3.6σ); after_hours_email_count deviates strongly from user's baseline (6.9σ)
APG0307,2010-03-10,0.7001157683996577,HIGH,1,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (15.1σ)
APG0307,2010-06-16,0.7014865521110123,HIGH,2,unique_recipients_count,unique_recipients_count deviates strongly from user's baseline (3.8σ); avg_email_size_kb is rare for this day (100th percentile)
AQD0820,2010-01-28,0.7003189142204214,HIGH,3,after_hours_email_count,after_hours_email_count is rare for this day (100th percentile)
AQD0820,2011-01-13,0.7121394268208455,HIGH,3,after_hours_email_count,after_hours_email_count is rare for this day (100th percentile); avg_email_size_kb deviates strongly from user's baseline (3.2σ)
AQD0820,2011-04-19,0.7298164608493714,HIGH,4,unique_recipients_count,external_recipient_ratio is rare for this day (100th percentile)
ARA0252,2010-10-20,0.7082515469577171,HIGH,2,avg_email_size_kb,avg_email_size_kb deviates strongly from user's baseline (3.1σ)
ARB0881,2010-03-25,0.7129643553689838,HIGH,2,external_recipient_ratio,external_recipient_ratio is rare for this day (100th percentile); after_hours_email_count deviates strongly from user's baseline (5.1σ)
ARB0881,2011-02-11,0.7018743252030639,HIGH,2,external_recipient_ratio,external_recipient_ratio is rare for this day (100th percentile); after_hours_email_count deviates strongly from user's baseline (3.3σ)
BBG0325,2010-05-10,0.7063740972864133,HIGH,3,unique_recipients_count,unique_recipients_count is rare for this day (99th percentile); neuroticism is rare for this day (99th percentile)
BBG0325,2011-03-11,0.709472840353565,HIGH,3,external_recipient_ratio,neuroticism is rare for this day (99th percentile)
BBS0422,2010-02-08,0.716397865689669,HIGH,2,unique_recipients_count,unique_recipients_count deviates strongly from user's baseline (3.3σ); extraversion deviates strongly from user's baseline (6.0σ)
BBS0422,2010-02-10,0.7041793417855342,HIGH,2,unique_recipients_count,extraversion deviates strongly from user's baseline (6.0σ)
BBS0422,2010-07-14,0.7088577386927518,HIGH,2,unique_recipients_count,extraversion deviates strongly from user's baseline (6.0σ)
BBS0422,2010-08-09,0.7157022034192033,HIGH,2,unique_recipients_count,extraversion deviates strongly from user's baseline (6.0σ)
BBS0422,2010-08-13,0.7105081160579728,HIGH,2,avg_email_size_kb,avg_email_size_kb deviates strongly from user's baseline (3.3σ); extraversion deviates strongly from user's baseline (6.0σ)
BBS0422,2010-09-16,0.7333398683057384,HIGH,2,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (8.8σ); extraversion deviates strongly from user's baseline (6.0σ)
BBS0422,2010-11-24,0.7153573689908639,HIGH,2,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (10.1σ); extraversion deviates strongly from user's baseline (6.0σ)
BBS0422,2011-01-05,0.7068036244685285,HIGH,2,unique_recipients_count,extraversion deviates strongly from user's baseline (6.0σ)
BBS0422,2011-01-21,0.7152534015695615,HIGH,2,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (3.6σ); extraversion deviates strongly from user's baseline (6.0σ)
BBS0422,2011-02-01,0.7130090791151573,HIGH,2,unique_recipients_count,extraversion deviates strongly from user's baseline (6.0σ)
BHW0458,2010-03-01,0.714359804480446,HIGH,3,avg_email_size_kb,avg_email_size_kb is rare for this day (100th percentile); extraversion deviates strongly from user's baseline (5.0σ)
BHW0458,2010-04-06,0.7090990420581417,HIGH,3,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (10.6σ); extraversion deviates strongly from user's baseline (5.0σ)
BHW0458,2010-04-21,0.7045456210323086,HIGH,3,avg_email_size_kb,avg_email_size_kb is rare for this day (99th percentile); extraversion deviates strongly from user's baseline (5.0σ)
BHW0458,2010-05-05,0.7035191700797923,HIGH,3,avg_email_size_kb,avg_email_size_kb deviates strongly from user's baseline (4.1σ); extraversion deviates strongly from user's baseline (5.0σ)
BHW0458,2010-05-19,0.7050507764104046,HIGH,3,avg_email_size_kb,avg_email_size_kb is rare for this day (99th percentile); extraversion deviates strongly from user's baseline (5.0σ)
BHW0458,2010-05-20,0.7091896765113004,HIGH,2,extraversion,extraversion deviates strongly from user's baseline (5.0σ)
BHW0458,2010-06-25,0.7031045715901741,HIGH,3,unique_recipients_count,unique_recipients_count deviates strongly from user's baseline (3.9σ); extraversion deviates strongly from user's baseline (5.0σ)
BHW0458,2010-07-07,0.7023762281823598,HIGH,3,avg_email_size_kb,avg_email_size_kb is rare for this day (99th percentile); extraversion deviates strongly from user's baseline (5.0σ)
BHW0458,2010-07-28,0.7088797423308515,HIGH,3,avg_email_size_kb,avg_email_size_kb is rare for this day (99th percentile); extraversion deviates strongly from user's baseline (5.0σ)
BHW0458,2010-08-19,0.7113838974985366,HIGH,3,avg_email_size_kb,avg_email_size_kb is rare for this day (100th percentile); extraversion deviates strongly from user's baseline (5.0σ)
BHW0458,2010-08-23,0.7311006652482946,HIGH,3,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (10.6σ); extraversion deviates strongly from user's baseline (5.0σ)
BHW0458,2010-09-15,0.7215534159366739,HIGH,3,avg_email_size_kb,avg_email_size_kb deviates strongly from user's baseline (3.4σ); extraversion deviates strongly from user's baseline (5.0σ)
BHW0458,2010-10-08,0.709363303758918,HIGH,3,avg_email_size_kb,avg_email_size_kb is rare for this day (100th percentile); extraversion deviates strongly from user's baseline (5.0σ)
BHW0458,2010-11-16,0.7170638954609119,HIGH,3,avg_email_size_kb,avg_email_size_kb is rare for this day (100th percentile); extraversion deviates strongly from user's baseline (5.0σ)
BHW0458,2011-02-11,0.708529101843715,HIGH,3,avg_email_size_kb,avg_email_size_kb is rare for this day (100th percentile); extraversion deviates strongly from user's baseline (5.0σ)
BHW0458,2011-02-24,0.7090554581424028,HIGH,3,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (10.6σ); extraversion deviates strongly from user's baseline (5.0σ)
BHW0458,2011-04-05,0.7030781952747892,HIGH,3,unique_recipients_count,unique_recipients_count deviates strongly from user's baseline (3.9σ); extraversion deviates strongly from user's baseline (5.0σ)
BHW0458,2011-05-13,0.7094380460715652,HIGH,3,avg_email_size_kb,avg_email_size_kb is rare for this day (100th percentile); extraversion deviates strongly from user's baseline (5.0σ)
BJH0811,2010-03-18,0.7101216955495223,HIGH,4,unique_recipients_count,external_recipient_ratio is rare for this day (100th percentile); after_hours_email_count is rare for this day (99th percentile)
BJH0811,2010-08-04,0.7082721289583274,HIGH,3,unique_recipients_count,after_hours_email_count is rare for this day (100th percentile); neuroticism is rare for this day (99th percentile)
BJH0811,2010-10-20,0.7101989400108117,HIGH,3,external_recipient_ratio,external_recipient_ratio is rare for this day (100th percentile); avg_email_size_kb deviates strongly from user's baseline (6.7σ); neuroticism is rare for this day (99th percentile)
BSS0463,2010-02-22,0.7011106287393597,HIGH,1,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (6.7σ)
BTN0061,2011-02-11,0.705020056392853,HIGH,2,external_recipient_ratio,external_recipient_ratio is rare for this day (100th percentile); after_hours_email_count deviates strongly from user's baseline (3.9σ)
BVC0790,2011-02-08,0.7017646323525043,HIGH,1,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (6.4σ)
CAN0842,2010-02-02,0.7092320999063768,HIGH,3,unique_recipients_count,unique_recipients_count deviates strongly from user's baseline (3.2σ); after_hours_email_count is rare for this day (95th percentile); neuroticism deviates strongly from user's baseline (5.0σ)
CAN0842,2010-03-17,0.7397541748589851,HIGH,3,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile); avg_email_size_kb deviates strongly from user's baseline (5.5σ); neuroticism deviates strongly from user's baseline (5.0σ)
CAN0842,2010-04-13,0.7009412442033226,HIGH,2,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile); neuroticism deviates strongly from user's baseline (5.0σ)
CAN0842,2010-06-04,0.701028355884853,HIGH,2,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile); neuroticism deviates strongly from user's baseline (5.0σ)
CAN0842,2010-12-10,0.7013561566597615,HIGH,3,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile); avg_email_size_kb is rare for this day (99th percentile); neuroticism deviates strongly from user's baseline (5.0σ)
CAN0842,2011-01-26,0.7194411798361308,HIGH,3,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile); avg_email_size_kb is rare for this day (99th percentile); neuroticism deviates strongly from user's baseline (5.0σ)
CAN0842,2011-03-18,0.7047640695075879,HIGH,3,unique_recipients_count,unique_recipients_count deviates strongly from user's baseline (3.2σ); avg_email_size_kb is rare for this day (99th percentile); neuroticism deviates strongly from user's baseline (5.0σ)
CCC0393,2010-06-22,0.705649929632467,HIGH,3,unique_recipients_count,external_recipient_ratio is rare for this day (100th percentile); after_hours_email_count is rare for this day (99th percentile)
CCC0393,2010-10-15,0.7225259648114492,HIGH,3,unique_recipients_count,after_hours_email_count deviates strongly from user's baseline (3.3σ)
CCH0182,2010-11-12,0.70039247868808,HIGH,3,external_recipient_ratio,external_recipient_ratio is rare for this day (100th percentile); after_hours_email_count deviates strongly from user's baseline (4.5σ)
CCH0182,2010-11-29,0.7241316431261365,HIGH,3,external_recipient_ratio,external_recipient_ratio is rare for this day (100th percentile); after_hours_email_count deviates strongly from user's baseline (4.5σ)
CCH0182,2011-05-03,0.7076196968966313,HIGH,3,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (6.9σ); avg_email_size_kb is rare for this day (96th percentile)
CCH0182,2011-05-13,0.705181731920473,HIGH,3,external_recipient_ratio,external_recipient_ratio is rare for this day (100th percentile); after_hours_email_count deviates strongly from user's baseline (6.9σ)
CCH0685,2010-03-01,0.7035715664320368,HIGH,3,after_hours_email_count,after_hours_email_count is rare for this day (99th percentile)
CCH0685,2010-05-20,0.7095303197929141,HIGH,3,external_recipient_ratio,external_recipient_ratio is rare for this day (100th percentile); avg_email_size_kb deviates strongly from user's baseline (3.9σ)
CCH0685,2010-06-23,0.7112916324830018,HIGH,2,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (3.2σ)
CCH0685,2011-01-05,0.7149169321268275,HIGH,3,unique_recipients_count,
CCH0685,2011-02-03,0.7053403818787374,HIGH,3,unique_recipients_count,
CCL0068,2011-01-13,0.7039653392807302,HIGH,2,email_sent_count,after_hours_email_count deviates strongly from user's baseline (16.5σ)
CCM0136,2010-02-15,0.7393502159913732,HIGH,4,unique_recipients_count,unique_recipients_count deviates strongly from user's baseline (3.7σ); after_hours_email_count deviates strongly from user's baseline (4.7σ); avg_email_size_kb is rare for this day (100th percentile)
CCM0855,2011-03-07,0.7032279651823864,HIGH,2,unique_recipients_count,unique_recipients_count is rare for this day (98th percentile)
CEJ0109,2010-05-21,0.7019060076202772,HIGH,2,unique_recipients_count,after_hours_email_count deviates strongly from user's baseline (4.2σ)
CEL0561,2010-02-19,0.7085907859726225,HIGH,2,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (9.5σ); neuroticism is rare for this day (99th percentile)
CEL0561,2010-05-21,0.7166215042924977,HIGH,3,unique_recipients_count,after_hours_email_count deviates strongly from user's baseline (7.1σ); neuroticism is rare for this day (99th percentile)
CGB0637,2010-02-02,0.7120739297012397,HIGH,4,external_recipient_ratio,external_recipient_ratio is rare for this day (100th percentile); after_hours_email_count is rare for this day (98th percentile); avg_email_size_kb is rare for this day (98th percentile)
CGF0337,2010-08-09,0.7036251898517064,HIGH,2,external_recipient_ratio,external_recipient_ratio is rare for this day (100th percentile); after_hours_email_count deviates strongly from user's baseline (3.6σ)
CIM0271,2010-04-29,0.7021562255771029,HIGH,2,external_recipient_ratio,external_recipient_ratio is rare for this day (100th percentile); avg_email_size_kb deviates strongly from user's baseline (3.8σ)
CIM0271,2010-11-24,0.7009871369753906,HIGH,2,external_recipient_ratio,external_recipient_ratio is rare for this day (100th percentile); avg_email_size_kb deviates strongly from user's baseline (3.2σ)
CQW0652,2011-02-28,0.7171801260239375,HIGH,3,email_sent_count,email_sent_count deviates strongly from user's baseline (8.6σ); after_hours_email_count is rare for this day (98th percentile); extraversion is rare for this day (99th percentile)
CQW0652,2011-03-03,0.7089019850755681,HIGH,4,email_sent_count,email_sent_count deviates strongly from user's baseline (8.6σ); external_recipient_ratio is rare for this day (100th percentile); avg_email_size_kb is rare for this day (96th percentile)
CQW0652,2011-03-10,0.7339142611696519,HIGH,4,email_sent_count,email_sent_count deviates strongly from user's baseline (12.8σ); after_hours_email_count is rare for this day (98th percentile); avg_email_size_kb is rare for this day (96th percentile)
CRK0916,2010-02-16,0.7011272744180993,HIGH,3,external_recipient_ratio,after_hours_email_count deviates strongly from user's baseline (3.1σ)
CRO0027,2010-05-19,0.7131450318980781,HIGH,3,unique_recipients_count,after_hours_email_count deviates strongly from user's baseline (3.4σ); agreeableness is rare for this day (96th percentile)
CRO0027,2010-06-14,0.7075789182911034,HIGH,2,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (6.3σ); agreeableness is rare for this day (96th percentile)
CRO0027,2010-06-22,0.7110323058194961,HIGH,3,external_recipient_ratio,external_recipient_ratio is rare for this day (100th percentile); avg_email_size_kb is rare for this day (96th percentile); agreeableness is rare for this day (96th percentile)
CRO0027,2010-08-02,0.7022709103928066,HIGH,3,unique_recipients_count,avg_email_size_kb is rare for this day (96th percentile); agreeableness is rare for this day (96th percentile)
CRO0027,2011-02-04,0.7167851521016572,HIGH,2,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (7.3σ); agreeableness is rare for this day (96th percentile)
CRO0027,2011-02-16,0.7441464739886493,HIGH,3,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (8.2σ); agreeableness is rare for this day (96th percentile)
CRO0027,2011-03-04,0.7000922936542537,HIGH,2,avg_email_size_kb,avg_email_size_kb is rare for this day (96th percentile); agreeableness is rare for this day (96th percentile)
CRO0027,2011-04-27,0.70161007726313,HIGH,3,after_hours_email_count,after_hours_email_count is rare for this day (98th percentile); agreeableness is rare for this day (96th percentile)
CRP0456,2010-03-18,0.7053611069990812,HIGH,1,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (7.5σ)
CRP0456,2010-05-07,0.7053411950733158,HIGH,1,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (7.5σ)
CRP0456,2010-05-14,0.7034649977634236,HIGH,1,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (7.5σ)
CRP0456,2010-12-08,0.7035986181280893,HIGH,1,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (7.5σ)
CRP0456,2011-01-27,0.7042491146803085,HIGH,1,avg_email_size_kb,avg_email_size_kb deviates strongly from user's baseline (5.3σ)
DAG0558,2010-12-28,0.7001940452737322,HIGH,3,external_recipient_ratio,external_recipient_ratio is rare for this day (100th percentile); after_hours_email_count deviates strongly from user's baseline (4.3σ)
DFH0188,2011-03-23,0.7236225103030682,HIGH,3,external_recipient_ratio,external_recipient_ratio is rare for this day (100th percentile); after_hours_email_count deviates strongly from user's baseline (3.2σ); avg_email_size_kb is rare for this day (99th percentile)
DIB0285,2010-05-13,0.7070937250661363,HIGH,2,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (3.6σ); neuroticism deviates strongly from user's baseline (5.0σ)
DIB0285,2010-06-29,0.7068303527018218,HIGH,2,after_hours_email_count,after_hours_email_count is rare for this day (99th percentile); neuroticism deviates strongly from user's baseline (5.0σ)
DIB0285,2010-08-16,0.7173146249256721,HIGH,3,email_sent_count,neuroticism deviates strongly from user's baseline (5.0σ)
DIB0285,2010-09-02,0.7590798624878372,HIGH,4,external_recipient_ratio,after_hours_email_count deviates strongly from user's baseline (4.8σ); avg_email_size_kb is rare for this day (95th percentile)
DKB0631,2010-12-22,0.7043120989648473,HIGH,3,external_recipient_ratio,external_recipient_ratio is rare for this day (100th percentile); avg_email_size_kb is rare for this day (99th percentile); agreeableness is rare for this day (96th percentile)
DMG0358,2010-01-15,0.7024782339784109,HIGH,3,external_recipient_ratio,external_recipient_ratio is rare for this day (100th percentile); avg_email_size_kb deviates strongly from user's baseline (5.1σ)
DOP0562,2010-10-15,0.7002275321212519,HIGH,2,external_recipient_ratio,external_recipient_ratio is rare for this day (100th percentile); after_hours_email_count deviates strongly from user's baseline (6.2σ)
DSM0591,2010-07-09,0.7051164515111074,HIGH,2,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (3.1σ); avg_email_size_kb is rare for this day (98th percentile)
DZC0228,2010-03-12,0.710077409023542,HIGH,3,unique_recipients_count,after_hours_email_count deviates strongly from user's baseline (3.3σ)
EAH0466,2010-01-06,0.7232082039530949,HIGH,2,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (5.7σ); extraversion deviates strongly from user's baseline (8.0σ)
ECL0930,2011-04-14,0.7128089841002191,HIGH,3,unique_recipients_count,avg_email_size_kb deviates strongly from user's baseline (3.8σ)
ECR0822,2010-11-24,0.7043729559741633,HIGH,3,after_hours_email_count,after_hours_email_count is rare for this day (95th percentile); avg_email_size_kb is rare for this day (99th percentile)
EHD0584,2010-01-27,0.7068406865453329,HIGH,2,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (3.6σ); avg_email_size_kb is rare for this day (99th percentile)
EHD0584,2010-08-10,0.7043484801423733,HIGH,2,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (3.6σ); avg_email_size_kb is rare for this day (99th percentile)
ESH0283,2010-03-19,0.7055584203270807,HIGH,2,unique_recipients_count,after_hours_email_count deviates strongly from user's baseline (3.6σ)
ESH0283,2010-10-19,0.7238423234225438,HIGH,3,external_recipient_ratio,after_hours_email_count deviates strongly from user's baseline (5.1σ); avg_email_size_kb deviates strongly from user's baseline (3.1σ)
ETR0177,2010-04-27,0.7014532851238913,HIGH,3,unique_recipients_count,external_recipient_ratio is rare for this day (100th percentile); after_hours_email_count deviates strongly from user's baseline (4.0σ)
FBA0348,2010-10-01,0.7059421130335298,HIGH,1,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (15.3σ)
FBW0747,2011-04-19,0.7028355053677282,HIGH,2,unique_recipients_count,unique_recipients_count is rare for this day (99th percentile)
FEB0306,2010-03-09,0.7045913516964002,HIGH,1,after_hours_email_count,after_hours_email_count deviates strongly from user's baseline (10.5σ)
FRR0832,2011-01-31,0.7135293822005583,HIGH,3,unique_recipients_count,unique_recipients_count deviates strongly from user's baseline (3.6σ); after_hours_email_count is rare for this day (95th percentile); avg_email_size_kb is rare for this day (99th percentile)
